fixture_id,mac,board,chip_revision,flash_mb,psram_mb,status,firmware_rev,firmware_sha256,battery_chemistry,battery_capacity_mah,charge_limit_ma,ota_profile,ota_verified,role,install_location,first_seen_utc,last_verified_utc,notes
9E5AD4,D8:85:AC:9E:5A:D4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:05:17Z,2026-08-16T19:05:48Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5AD8,D8:85:AC:9E:5A:D8,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:42:56Z,2026-08-16T18:43:28Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5AE4,D8:85:AC:9E:5A:E4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:31:07Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5AE8,D8:85:AC:9E:5A:E8,PowerFeather V2,0.2,8,2,enumerated,led-studio-2026-07-30.6,3C505907AFB1A1FFF9B8E3E1EBDA7F052224E5A8629966FFE38DFC23C406CDCD,Generic_LFP,6000,500,WonkyHouse,true,perimeter_demo,TN small perimeter enclosure (HEX + gobo + VL53L5CX),2026-07-30T21:10:58Z,2026-07-30T23:32:24Z,"Bench demo intake, not fleet-commissioned (status stays enumerated): l5cx depth-color demo (idle red -> hue tracks visitor -> white gobo <=500mm/occlusion) field-validated; mdns ledstudio-9e5ae8.local"
9E5B34,D8:85:AC:9E:5B:34,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-16T22:58:14Z,,"capacity is 6000 mAh, expected 15000"
9E5B48,D8:85:AC:9E:5B:48,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:31:04Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E5B5C,D8:85:AC:9E:5B:5C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-16T18:24:08Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9E5B8C,D8:85:AC:9E:5B:8C,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.2,C818BB4B2D507184C3C274D192A756C6E819A9CBF442C61B9928E5DA2DC1BCC1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-11T02:35:44Z,TMF-hardened battery-backed OTA and rollback validation passed; MSA/TMF/BMP healthy
9E5B98,D8:85:AC:9E:5B:98,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:30:55Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9E668C,D8:85:AC:9E:66:8C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T04:03:17Z,2026-08-16T20:35:51Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
9F0E4C,D8:85:AC:9F:0E:4C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-16T18:24:13Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9F0E54,D8:85:AC:9F:0E:54,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:12:10Z,2026-08-11T00:14:15Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
9F0E5C,D8:85:AC:9F:0E:5C,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-16T21:22:06Z,,"capacity is 6000 mAh, expected 15000"
9F2638,D8:85:AC:9F:26:38,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-16T22:25:39Z,,"capacity is 6000 mAh, expected 15000"
9F2648,D8:85:AC:9F:26:48,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:23:45Z,2026-08-16T18:24:11Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9F266C,D8:85:AC:9F:26:6C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,15000,2000,Party In The Woods,true,downlight,,2026-08-16T08:05:23Z,2026-08-16T08:06:03Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint and steady-red visual verified
9F2684,D8:85:AC:9F:26:84,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:42:56Z,2026-08-16T18:43:19Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F2688,D8:85:AC:9F:26:88,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T18:42:56Z,2026-08-16T18:43:21Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F268C,D8:85:AC:9F:26:8C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:27:13Z,2026-08-17T01:28:21Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
9F2694,D8:85:AC:9F:26:94,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-07-30T20:43:57Z,2026-08-16T18:18:46Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
9F26AC,D8:85:AC:9F:26:AC,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-10T22:36:20Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
9F26B0,D8:85:AC:9F:26:B0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,15000,2000,Party In The Woods,false,downlight,,2026-08-16T08:07:28Z,2026-08-16T08:07:28Z,Battery-installed initial USB canary passed; ESP-NOW and TMF/MSA healthy; steady-red visual confirmed; shared-WiFi endpoint not yet checked
9F26BC,D8:85:AC:9F:26:BC,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-16T21:22:05Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
9F26C0,D8:85:AC:9F:26:C0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:31:00Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F26E4,D8:85:AC:9F:26:E4,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-10T23:46:03Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
9F2714,D8:85:AC:9F:27:14,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-16T19:30:26Z,2026-08-16T19:30:57Z,Unassigned; tentative canopy/downlight or extra; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
9F2718,D8:85:AC:9F:27:18,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-16T22:55:32Z,,"capacity is 6000 mAh, expected 15000"
9F2724,D8:85:AC:9F:27:24,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,15000,2000,Party In The Woods,true,downlight,,2026-08-16T08:05:23Z,2026-08-16T08:06:05Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint and steady-red visual verified
9F2738,D8:85:AC:9F:27:38,PowerFeather V2,,,,commission_failed,,,,,,,false,,,2026-08-16T22:50:10Z,,/dev/cu.usbmodem144401: telemetry did not recover: /dev/cu.usbmodem144401: no telemetry JSON within 10s
9F275C,D8:85:AC:9F:27:5C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-16T20:20:02Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
E39F1C,44:1B:F6:E3:9F:1C,PowerFeather V2,,,,enumerated,,,,,,,false,,,2026-08-10T22:35:50Z,,
F2B7DC,68:EE:8F:F2:B7:DC,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.2,C818BB4B2D507184C3C274D192A756C6E819A9CBF442C61B9928E5DA2DC1BCC1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-11T02:35:44Z,TMF-hardened OTA passed with LFP ride-through; repeated bare-USB power losses safely rolled back; MSA/TMF/BMP and Party endpoint healthy
F2B8DC,68:EE:8F:F2:B8:DC,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:07Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2B900,68:EE:8F:F2:B9:00,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:27:13Z,2026-08-17T01:29:19Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BCE0,68:EE:8F:F2:BC:E0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:23Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BCF4,68:EE:8F:F2:BC:F4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:47:47Z,2026-08-17T01:48:39Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BD00,68:EE:8F:F2:BD:00,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:18Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BDB0,68:EE:8F:F2:BD:B0,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T05:12:10Z,2026-08-10T22:36:20Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F2BDB4,68:EE:8F:F2:BD:B4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T19:06:10Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BDC0,68:EE:8F:F2:BD:C0,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T18:49:11Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BDD4,68:EE:8F:F2:BD:D4,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T01:27:13Z,2026-08-17T01:29:33Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BDFC,68:EE:8F:F2:BD:FC,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-08-17T00:49:53Z,2026-08-17T00:50:43Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BE0C,68:EE:8F:F2:BE:0C,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T03:55:42Z,2026-08-10T23:46:01Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F2BE10,68:EE:8F:F2:BE:10,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:34Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BE1C,68:EE:8F:F2:BE:1C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:31Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BE20,68:EE:8F:F2:BE:20,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T02:31:04Z,2026-08-16T21:59:49Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BE38,68:EE:8F:F2:BE:38,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T21:46:07Z,2026-08-16T19:06:07Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BE3C,68:EE:8F:F2:BE:3C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:11Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BE48,68:EE:8F:F2:BE:48,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,2C9C42422BE170BCCFAF4B4FBC6AF7A353C771E3274C1834A22C867E35824E36,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T00:33:18Z,2026-08-16T22:07:35Z,Battery-installed USB commissioning passed; shared-WiFi OTA endpoint verified
F2BE60,68:EE:8F:F2:BE:60,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:20:52Z,2026-08-16T19:06:01Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BE64,68:EE:8F:F2:BE:64,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:04:43Z,2026-08-16T18:05:27Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BE6C,68:EE:8F:F2:BE:6C,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,uplight,trunk light - position TBD,2026-08-16T18:14:35Z,2026-08-16T18:15:13Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified; allocated to 6 Ah trunk-light fleet (runtime auto-probe)
F2BE70,68:EE:8F:F2:BE:70,PowerFeather V2,0.2,8,2,commissioned,fx-260816-prtrel1-b,6305E9713CE1DD3FDDD37C66FEF4FAB84FB1D6782AEBD8723BB12E989243297E,Generic_LFP,6000,2000,Party In The Woods,true,,,2026-07-27T19:20:52Z,2026-08-16T19:06:12Z,Unassigned; likely inner-ring canopy/downlight candidate; 6 Ah provisional (set 15 Ah if large enclosure); class_ovr=0 AUTO
F2BE74,68:EE:8F:F2:BE:74,PowerFeather V2,0.2,8,2,quarantined,fixture-2026-08-08.1,B0A2D5181769DCA546BCBDC588F04F56B9DD60A7DD524778269088714C696F5D,Generic_LFP,15000,2000,BubbyNet,false,hardware_quarantine,NC bench quarantine,2026-08-09T04:03:17Z,2026-08-09T05:05:57Z,DO NOT INSTALL BATTERY - external sensor rail/bus fails under TMF load; bare Board.init passes; two TMFs and cables reproduced; replacement F2BF5C passed same chain
F2BE80,68:EE:8F:F2:BE:80,PowerFeather V2,0.2,8,2,enumerated,led-studio-2026-08-01.3,F451B0C6E9015C1340801FDA5F0732C2197479208BEE437EED742EF9FBCABF50,Generic_LFP,6000,500,ResonanceBench+BenPhone,true,perimeter_demo,NC perimeter light 2 (HEX + gobo + VL53L5CX),2026-08-02T02:45:00Z,2026-08-02T04:05:30Z,Nevada City first-three build; same image as F3FD88; mdns ledstudio-f2be80.local
F2BE8C,68:EE:8F:F2:BE:8C,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-08-10.1,F7A75F222497879899A8578FC3ECE1C84B9DA3F6370BBAA427DB31493FDDC7A1,Generic_LFP,15000,2000,Party In The Woods,true,downlight,outer hanging ring - position TBD,2026-08-09T04:03:17Z,2026-08-10T23:46:01Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
F2BE94,68:EE:8F:F2:BE:94,PowerFeather V2,0.2,8,2,commissioned,fixture-2026-07-30.1,70A9F0B5A20DA49B89AF0E477ED1EB01823A93D5EA2CEE0F1AFA86CEF65430EE,Generic_LFP,6000,500,WonkyHouse,true,,,2026-07-27T19:20:52Z,2026-07-30T20:44:40Z,Bare-board USB commissioning passed; shared-WiFi OTA endpoint verified
